filename,artist,title,style,genre,date,idx
634.jpg,dd55583ce853dcbab93bb4af58f4fcfb,Mischief and Repose,Neoclassicism,genre painting,1895,634
975.jpg,dd55583ce853dcbab93bb4af58f4fcfb,The Betrothed,Neoclassicism,genre painting,1892,975
96.jpg,f1871797a848ae00a186024c88748ad6,Big electric chair,Pop Art,interior,1967,96
329.jpg,11ea911b059c1d4b6c1c59f6cb67191a,Drawing [D88],Abstract Expressionism,figurative,1948.0,329
111.jpg,03eb72f3b50cabc136056918808ba5cb,Holger Drachman,Impressionism,portrait,1902.0,111
500.jpg,12b0e7d955ca4efd56590fe4ccb88dff,View of Dover Castle,Rococo,landscape,1738.0,500
20.jpg,65e7a21f0be8a888e5f3031dd70d3960,Untitled,Mechanistic Cubism,figurative,,20
50.jpg,b679de46a03af65aaf0d8e5e91b2a40f,Sunflowers,Expressionism,flower painting,1917,50
962.jpg,ea2beb11e25ec317263983dbdd6de81e,Edward Hawarden ,Romanticism,portrait,1816.0,962
305.jpg,dc589f213ba7bd398714ac2796b7c0ab,Sine Cerere et Baccho friget Venus,Baroque,mythological painting,,305
812.jpg,644817fd25e139d3efa59e35fed955df,1949-A-No.1,Abstract Expressionism,abstract,1949,812
470.jpg,b36edf57ed623e40e433565053f5f6ca,The shapes on white background (on a blue background in the gift),Orphism,abstract,,470
376.jpg,234c8d1df0b49b512791078cf00cf352,A February Morning at Moret sur Loing,Impressionism,landscape,1881,376
199.jpg,1932ed03f66a00989a6193fd10b2da0b,Plant architecture,Surrealism,symbolic painting,1962.0,199
411.jpg,ea2beb11e25ec317263983dbdd6de81e,"John Clerk, Lord Eldin ",Romanticism,portrait,1815.0,411
335.jpg,a5c3d1ad7c03c27edf4111678ec949cc,Joseph and Potiphar's wife,Art Nouveau (Modern),religious painting,,335
424.jpg,dd1632620669a880e3fc3896547c10ce,Spinner,Impressionism,genre painting,1886,424
988.jpg,8eff408294f066e173cc10eb32f75335,On the Porch,Regionalism,genre painting,1926,988
794.jpg,66fd66181fdd824a28b156376c9a3674,Stone crosses in Subotiv,Romanticism,landscape,1845.0,794
242.jpg,342d7068656b00878b23e1031a3ddf50,Portrait of Anna Staal,Realism,portrait,1910.0,242
879.jpg,ea2beb11e25ec317263983dbdd6de81e,Sir Marc Isambard Brunel ,Romanticism,portrait,1815.0,879
100.jpg,4c0ed92a11812f892c9c02be3a9a8cef,Red House,Post-Impressionism,landscape,1932.0,100
934.jpg,15655e4a7edb785645d9c9fe696e4a64,L'atelier,Classicism,genre painting,1928,934
845.jpg,ea2beb11e25ec317263983dbdd6de81e,Anthony Champion ,Romanticism,portrait,1807.0,845
911.jpg,b5eaa78a28dc3b1d0ead84a3fd81b423,Martha Randolph Jefferson,,portrait,,911
318.jpg,b524de8260b478d0bfb81edc0128cfab,old man's head,Romanticism,portrait,,318
464.jpg,e194986304d381e56ca87f11adab090b,A Gray Day ,Impressionism,cityscape,1912.0,464
423.jpg,54e7b38b5c91716bd3ad99a0ab740a18,Caricature of Matthew Arnold,Realism,caricature,1871,423
553.jpg,6afb8eb06feb5e0afb5c16b284ccc85f,For a Walk,Expressionism,genre painting,,553
676.jpg,50900e56a7480824436d7ad7f83fcc2b,Mrs. Turnour,Rococo,portrait,1757,676
229.jpg,5b1936d87ff54fec96bb1eeeee2621d6,"A group of horses, Saltholmen",Impressionism,animal painting,1906.0,229
800.jpg,55306bdb19b40b8b45011a850b7f85cd,Les maris me font toujours rire: Je suis le mari de M'ame Jolibiais,Romanticism,caricature,1853.0,800
531.jpg,12dfb12ee87cde6a8dd88d10fb3075f4,Eagle Bridge Hotel,Naïve Art (Primitivism),genre painting,1959.0,531
316.jpg,d8a3c897c506be7de91d8f892f14f934,Quand Tu Feras Un Gosse ,Art Nouveau (Modern),illustration,1890.0,316
198.jpg,39c465a1d078121873a31807ce9dc2ed,Vase ,Art Nouveau (Modern),design,1897.0,198
191.jpg,3f8dc381ccfe9d5cc88b75970262715b,Illustration for tale of Hovhannes Tumanyan 'Wolf',Expressionism,illustration,1934,191
475.jpg,1468ab18764365ded902fc726aec2c89,Lizards,Op Art,tessellation,,475
82.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Moonlight over the Sumida River in Edo,Ukiyo-e,landscape,,82
651.jpg,42201593b4deaa482e2109bc0e785e51,The Creeks,Expressionism,landscape,1944,651
689.jpg,12b5ed543127a1a4b92ab9b548e903d5,Abstract Composition,Cubo-Futurism,abstract,c.1915,689
725.jpg,5f5b31e07a9f529fab95992e6ef63c47,The Death of General Wolfe (detail),Rococo,history painting,,725
373.jpg,3937af6d364e2f24d1cce16fe3916536,The Nightingale,Surrealism,cityscape,1962,373
705.jpg,c5a5083e8f41a949727612fe5e0f5508,The Artist in his Studio,Expressionism,self-portrait,,705
867.jpg,300c247c7a4d15b038983f91b1f837e2,Girl in front of the Lion Cage ,Impressionism,genre painting,1901.0,867
392.jpg,76cd369cddf78f33b853fa53077ac113,"Portrait of Nikolay O.Ge, Artist's Father",Realism,portrait,1854,392
440.jpg,56221362cba30b7e0c96111cc38c5fcd,Portrait Of Miss Ashwanden,Neo-Romanticism,portrait,,440
498.jpg,3a5da5cdabbaa3f0dea68520a419e01f,Farm Buildings in a Winter Landscape,Impressionism,landscape,,498
752.jpg,071365e38f1ab6565334bb8684ad8b93,Discesa in blu,Lyrical Abstraction,abstract,1982.0,752
151.jpg,6f80666437feea42f295cdc0f1eb4df9,"Antwerp, the head of Flanders",Impressionism,landscape,,151
657.jpg,c2c4a3969452c74d1f4fb9e9d3d5b366,Versailles. Fountain of Bacchus in the winter,Post-Impressionism,landscape,1905.0,657
8.jpg,facb8013e0ad77b41ecbdf661f440c03,The Horse Race,Romanticism,animal painting,1824,8
925.jpg,43ca4d3d90730bed8a652aaa68eb9e10,Summer Shower,Impressionism,genre painting,1891.0,925
415.jpg,3f8dc381ccfe9d5cc88b75970262715b,Ararat at spring,Symbolism,landscape,1945,415
255.jpg,34af3fde07e283bb8c99f8de85e5f94d,Girl with a Rose,Baroque,portrait,,255
636.jpg,d6dbf2bf9bb51e702f96989d1f79f18c,Ostatnie śniegi,Symbolism,landscape,1899.0,636
811.jpg,3cb302046ccfd50f005243963add5031,Alice Sherard  ,Baroque,portrait,1685.0,811
455.jpg,5f5b31e07a9f529fab95992e6ef63c47,Self-portrait,Rococo,portrait,1758,455
819.jpg,1c3585c12e0917cda33d523cf5f23b10,Projet de frontispice pour Macbeth,Symbolism,illustration,,819
197.jpg,40b02cfc7d44302592370bb9feddc28a,"Spring Rain, New York",New Realism,genre painting,1912,197
406.jpg,5aabfc58470d01bb2362795a44a2603b,Barbarian music,Post-Impressionism,allegorical painting,1893,406
756.jpg,3cbc8bc4a88d67bda34c2d436212e2cf,Father Saw,Realism,illustration,1832,756
308.jpg,edc602e1ea08f4b0146a7b4f558d621d,View of Oshima from Atami beach,Ukiyo-e,landscape,c.1830,308
389.jpg,c9cb55f86a51601ee0bf7bc5e92f8f7b,Ethel Bartlett,Impressionism,portrait,,389
837.jpg,3cb302046ccfd50f005243963add5031,Sir Edward Waldo ,Baroque,portrait,1680.0,837
324.jpg,494871bde32e449efba0331a94ce02df,Vladimir Mayakovsky ,Expressionism,portrait,,324
924.jpg,3b4ee6d6140803ebef405983f23ffcc1,Shepherd with Flock,Naïve Art (Primitivism),genre painting,,924
823.jpg,8fc27c0692da2bccf57cdea68129db00,Petersburg. The Summer Garden in winter.,Art Nouveau (Modern),cityscape,1902.0,823
944.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Policeman s Daughter,Post-Impressionism,portrait,1890,944
458.jpg,f1871797a848ae00a186024c88748ad6,Carter Burden (white),Pop Art,portrait,1977,458
102.jpg,d02d455111cf0569fae2841e1149f8d0,Portrait de la Princesse Nawal Toussoun,Magic Realism,portrait,1952,102
194.jpg,e3b9598b8953d033e1a7b6556d851425,Peasant weaving at war ,Expressionism,genre painting,1930.0,194
590.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,1956,590
244.jpg,727a41465e9468349ae6cbae64d85837,White Gothic #3,Abstract Expressionism,abstract,1957,244
66.jpg,f44205b1eb2de981de766e0688f8cbac,"Costume designs for ""Petrushka"" by Stravinsky in Metropolitan Opera",Art Nouveau (Modern),design,1925,66
340.jpg,1cec93e2eb386945ea002f7b1b594a08,Figuras a Cinco Colores,Constructivism,figurative,1946.0,340
41.jpg,3d17c33e6a748898412beb11ca8c074c,Pintura,Color Field Painting,abstract,1974.0,41
351.jpg,b874a616affcb766bb0e7a4f2a0803f0,Girls and Eggs,Art Nouveau (Modern),design,1901.0,351
378.jpg,53e829378f276e058a825bcc22f4b5f5,Bassano,Post-Impressionism,cityscape,,378
666.jpg,c8b8309d0adf15bd814701ee47de640c,Tynemouth Priory from the Sea,Romanticism,marina,1797.0,666
51.jpg,c9380d13360b37f21cfd174d92a7247e,Futurist Still Life with Cactus,Post-Impressionism,still life,1928,51
694.jpg,c3cf19679f72b9c335bb247c42bdbf4b,Fente,Hard Edge Painting,abstract,1986.0,694
900.jpg,c8b8309d0adf15bd814701ee47de640c,Kirkstall Abbey from the North West,Romanticism,cityscape,1797.0,900
372.jpg,358474690052f63f9107c823b7a61686,Portrait of Feodor Rostopchin,Romanticism,portrait,1822,372
743.jpg,6afb8eb06feb5e0afb5c16b284ccc85f,unknown title,Expressionism,symbolic painting,,743
587.jpg,485d901dc4df30b128bf01cb6e229767,Ecstasy (B),Sōsaku hanga,figurative,1953.0,587
95.jpg,3f93b217bd0dbf874f973958f1eb6df4,The Peasant Settling His Debt,Baroque,genre painting,c.1644,95
10.jpg,8f59e3f70611b198f0536f60187cb64b,The Supper at Emmaus,Baroque,religious painting,c.1645,10
575.jpg,d80845360ec772e09996eb8c7678eae6,The Young Mother,Social Realism,genre painting,1944,575
243.jpg,501cd43fed2cebe0f11c7e8df94f49bb,Two Girls On A Swing,Realism,genre painting,1940,243
720.jpg,a2adbbd1de057323f70aa09024ba8e9b,4 sphères,Concretism,abstract,1960.0,720
781.jpg,b7ada9d42549fd1a8a177f5c6347d254,Night Scene in Avila,Social Realism,landscape,1907,781
387.jpg,367b71c19a5901f237b9f10cf7bc6e86,King Feisal of Iraq,Post-Impressionism,portrait,1919.0,387
330.jpg,b6796f9016a2f72aa60dac68358cc204,Spring night,Symbolism,mythological painting,,330
473.jpg,bc0ddf03c667c5edb17982be481ef360,Figure in Scutari Carpet,Expressionism,portrait,1922,473
994.jpg,7b016984b86b58f83977299591cf4e38,Untitled (SF59-531),Abstract Expressionism,abstract,c.1959,994
873.jpg,5c147c5e335fa44f75dcbf7ac11a4f97,A peasant with a rake ,Ink and wash painting,genre painting,1940.0,873
60.jpg,3f8dc381ccfe9d5cc88b75970262715b,Illustration to 'Armenian folk tales',Naïve Art (Primitivism),illustration,1937,60
889.jpg,46509d8135f8bf67e9b2850945ffac9b,The Hag,Ukiyo-e,portrait,,889
85.jpg,45f4183820ce1fa775f8a27d3120aad6,The Golden Fleece Magazine. The May,Art Nouveau (Modern),illustration,1907,85
220.jpg,9a57737b2a02ed99d9612e8f7bac6255,Mujer,Cubism,figurative,1941.0,220
864.jpg,ff5bb5557d34e6917582a0cff39a3cba,Cormorant,Ink and wash painting,animal painting,1931.0,864
646.jpg,de42ef05d5901837bbe974fdb3c30ba5,Bouquet of flowers,Realism,flower painting,,646
943.jpg,f98099661e99898b46a8bcd0f2908116,Kolumbaries,Art Nouveau (Modern),genre painting,,943
816.jpg,6f424678082412a289740a9753d8b560,The Council,Surrealism,figurative,1936,816
564.jpg,6702da8bddbdab2f2380787b637b8b45,Kingfisher,Shin-hanga,wildlife painting,c.1910,564
881.jpg,498a3471e49b3b93ecf21cda90b150b0,100 karbovanets of the Ukrainian National Republic (avers),Art Nouveau (Modern),design,1917.0,881
192.jpg,f0c7a65bc3205f2bbe3e50cc78ca3496,Impression #1,Lyrical Abstraction,abstract,1957.0,192
9.jpg,60532377d2fb5ccaf72bfac7c9406191,Marketplace in Siauliai,Symbolism,cityscape,1934,9
620.jpg,469168eb3d49aa54f35f0312b515bad1,Untitled,Lyrical Abstraction,abstract,,620
759.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Glacier,Art Nouveau (Modern),landscape,1892,759
162.jpg,fed589fddf19274989ba078ca0c1c125,Marbles XI,Photorealism,still life,1984.0,162
502.jpg,dcf0ea86a8a6510caf9a8816a0532312,An Exile of the '45,Realism,religious painting,,502
509.jpg,b8b5a5b0636d1590aceab1d3452382c7,Icelandic Farm,Expressionism,landscape,1978.0,509
691.jpg,3cbc8bc4a88d67bda34c2d436212e2cf,Remembrances of St. Pelagie. (Souvenir de ste Pélagie),Realism,genre painting,1834,691
643.jpg,91267046c36d91538b9604c7660f2a04,Boy reading,Impressionism,portrait,1906.0,643
740.jpg,24ed88087b0ffeb763e89a197a5cde0d,The Port of Nice,Impressionism,marina,1882,740
817.jpg,9c948f31fc16aca442cc91e7fe05fb95,A King Charles Spanie,Realism,animal painting,c.1866,817
80.jpg,b36edf57ed623e40e433565053f5f6ca,Station,Purism,sketch and study,,80
277.jpg,7d23f7ce46de4b0a27ae60e925350b3b,Triple Double,Hard Edge Painting,abstract,1964,277
486.jpg,f00797ae4777c536e2eebfd3825891c8,Still Life with Fruits,Post-Impressionism,still life,1911.0,486
683.jpg,f47cc495ff58cf617c53db76fd24319e,Untitled,Surrealism,symbolic painting,2004,683
707.jpg,c67858bddbf14e2a1ca52fff135a43f3,A Menina a Bandeira III,Surrealism,figurative,1984.0,707
678.jpg,7c98b429a2bb61258b16b080a91eb07a,Music Room ,Art Nouveau (Modern),design,1901.0,678
679.jpg,fe52a4380f2b016fc3d848350f50c30f,Eclipse,Post-Painterly Abstraction,abstract,1962,679
140.jpg,3cbb44e1535a883c98f70588daf6163f,Le Coucher de Desdémone,Romanticism,literary painting,1849.0,140
610.jpg,5c147c5e335fa44f75dcbf7ac11a4f97,Lychee fruit ,Ink and wash painting,still life,1940.0,610
295.jpg,143da16251170dba1006dc7fe9c7871b,Il y en a toujours un autre ,Romanticism,genre painting,1882.0,295
770.jpg,479807bac5f3f944e7209e5d99e0dc48,Notre Dame de Grasse at Honfleur,Impressionism,landscape,,770
300.jpg,07eb5eaa97f3e0de0b3d1773336fcabe,鬼趣图,,,,300
73.jpg,b5725c6e52937e6dec48a7c5e08bb96c,Portrait of General Pablo Morillo,Romanticism,portrait,1820.0,73
841.jpg,71705bdd1be61b11f6ab927b3bc50e27,Mulata,Expressionism,portrait,1941.0,841
27.jpg,8f917f19a28b7510774110e50c95de56,Self-portrait,Expressionism,self-portrait,1947,27
834.jpg,10384673568c58673bea9eb3c0cbebb6,Untitled Abstraction (Mantic),Abstract Art,abstract,c.1940,834
122.jpg,831614e9da7ff241dc5783f098dd0107,Fleur rose dans un vase  ,Divisionism,flower painting,1902.0,122
97.jpg,74bb5a4cbd3c28ffebdd09d204c08189,Brass Kettle with Porcelain Coffee Pot,Realism,still life,1910.0,97
105.jpg,9bfa421135ab2d6a06156664b9479dd4,House Tops ,New Realism,genre painting,1921,105
741.jpg,b8b5a5b0636d1590aceab1d3452382c7,Girl with Sheep,Expressionism,genre painting,1982.0,741
556.jpg,ff5bb5557d34e6917582a0cff39a3cba,Hawk,Ink and wash painting,animal painting,1946.0,556
579.jpg,513530a8e473ab2f1d89fcf3684829d4,Painting of Cuju,Ink and wash painting,genre painting,,579
615.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Troll Som Vasker Ungen Sin,Neo-Romanticism,mythological painting,,615
275.jpg,5b39c876740bfc1cfaf544721c43cac3,Jericho,Color Field Painting,abstract,1969.0,275
592.jpg,f319ab062993d276b4b67feef079992f,Horse Portrait,Realism,animal painting,,592
125.jpg,67959e4e5df05b3d9db7c97fd9a0b0f6,Number 236,Abstract Expressionism,abstract,,125
468.jpg,ece3c2c2f8cd7d618f008715c70d2d68,Balancing Act ,Surrealism,figurative,1976.0,468
397.jpg,43216bc9708d8c96b069c0aa30ca45ac,Untitled,Abstract Expressionism,abstract,1959.0,397
737.jpg,cc47068929413a16aa707faefbdf4b70,Number 3,Art Deco,design,,737
175.jpg,bcec59f34377fd0efc8022322a480f32,Labyrinth,Neo-Expressionism,abstract,1989,175
854.jpg,7df35dd92b0d2ee910a07d6eb9e4444c,Terrapene clausa,Naturalism,animal painting,,854
768.jpg,f0c9726a87dc5897dfb329374ca67b6a,ONE EYE ON YOU,Art Nouveau (Modern),animal painting,,768
979.jpg,99176173d03e9b64666047a4a8dddda4,Untitled,Abstract Expressionism,abstract,,979
515.jpg,99ea0a040c9009ece3cee23c194c272a,Espejo dorado,Art Informel,abstract,,515
207.jpg,5abbbc484c31532b41c056ab4ffd5fb5,Painting,Metaphysical art,,1971.0,207
765.jpg,f988edaed0465650db027f536a194180,De Haven,Expressionism,marina,1928.0,765
178.jpg,174b731536cc0d7b1903283cf87bd7a1,Pinwheel,Abstract Expressionism,abstract,1958,178
951.jpg,b3f06d944fdf7d1bb8d855eaa6b85496,Musicians on a Balcony,Northern Renaissance,genre painting,c.1527,951
267.jpg,7a5b41c727b25762d24cee788163a1d7,St. Luke (detail of The Four Evangelists),Early Renaissance,religious painting,1465,267
612.jpg,6f1df91012f633a34caad7873d6cc77c,Untitled,Abstract Expressionism,abstract,1978,612
711.jpg,e51e619a78031f460d716dcc483fe64b,Orakel,Art Informel,abstract,1964,711
58.jpg,0e7dcd50b9f822426707f94a45e8a865,Integration 40 x 39 cmóleo sobre madeiraass,Op Art,abstract,1986.0,58
754.jpg,974640b21af9a1a8bd8a18597ca865bb,Composition,Orphism,design,,754
918.jpg,bf1267ceacfea1e3b977e5f3f904e0d6,Gelmeroda III,Cubism,cityscape,1913.0,918
945.jpg,0c491bebb405572a8fca52e950a45c20,Village Market in Cardoso ,Impressionism,genre painting,1905,945
965.jpg,db4b3b7cf13fd013ce873be4b59303ff,A Figure,Surrealism,portrait,,965
21.jpg,e83f1433c8a7280061dbe90a8540b4b2,Large Rectangles Large,Post-Painterly Abstraction,abstract,1965.0,21
265.jpg,21f21671f0017453e10f2a6afe61a1b9,Flower Light,Art Informel,abstract,1990,265
567.jpg,c2d7d4463ae4197a6f5b535bc2fa07ae,Large Trolley,Neo-Dada,sketch and study,1972,567
174.jpg,46509d8135f8bf67e9b2850945ffac9b,Nihon ryakushi ,Ukiyo-e,mythological painting,,174
529.jpg,d41c502f1b4faa29dcc0214c4e3dc33d,Portrait of Princess Elizaveta Alexandrovna Tchernicheva,Neo-Rococo,portrait,1858,529
130.jpg,e83f1433c8a7280061dbe90a8540b4b2,Untitled (Composition),Post-Painterly Abstraction,abstract,1957.0,130
386.jpg,d17674bf9d0c54c4fba534cf1ac9c733,Passing Train,Divisionism,landscape,1908,386
721.jpg,b874a616affcb766bb0e7a4f2a0803f0,Small Greek heads,Art Nouveau (Modern),design,,721
203.jpg,dc3a04a1d56b1865796b901731aa538e,Nature morte,Art Informel,still life,1952.0,203
914.jpg,5abbbc484c31532b41c056ab4ffd5fb5,Painting,Hard Edge Painting,,,914
173.jpg,64a40f038d5e6db4a0ecf6f24fcdf384,"The Dawn of of the Dream, or Les Fleurs du Mal",Symbolism,illustration,,173
573.jpg,5c147c5e335fa44f75dcbf7ac11a4f97,Pumpkin ,Ink and wash painting,still life,1930.0,573
548.jpg,e83f1433c8a7280061dbe90a8540b4b2,Shapes Group,Post-Painterly Abstraction,abstract,1987.0,548
894.jpg,1140c7351c3f3eb1fd9d703fa15d92e1,Tresco,Contemporary Realism,landscape,,894
463.jpg,b5d68c68efa0917dc276558a88dfee56,"Portrait of Theodora Saltykova, the Painter`s Mother in Law",Realism,portrait,1875,463
532.jpg,39bbf034727f3b89dba2133ae768ff96,La fonte  ,Expressionism,genre painting,1951,532
946.jpg,b104c57445ca76f3852b791616944a02,#3,Hard Edge Painting,abstract,1969,946
524.jpg,f92575e712f476dcaf6c73312dc1dd43,El doble,Cubism,abstract,1977.0,524
882.jpg,50900e56a7480824436d7ad7f83fcc2b,"John Charles Spencer, Viscount Althorp",Rococo,portrait,1786,882
586.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Announcement of a Farewell Performance of Bando Mitsugoro,Ukiyo-e,still life,,586
150.jpg,7f218a0c0d7649053d5b968e8285f4d2,Paysage II,Surrealism,landscape,,150
896.jpg,5b39c876740bfc1cfaf544721c43cac3,Galaxy,Color Field Painting,abstract,1949.0,896
467.jpg,c784adafd0a4358ccff228927a01fee5,Terem Palace,Neoclassicism,veduta,,467
642.jpg,f92575e712f476dcaf6c73312dc1dd43,Juego en tres tonos,Cubism,abstract,1972.0,642
884.jpg,5b39c876740bfc1cfaf544721c43cac3,Onement VI,Color Field Painting,abstract,1953.0,884
783.jpg,51b72626792ce4fabab05000bac62e7d,"Working in Marble, or The Artist Sculpting Tanagra",Academicism,genre painting,1890,783
813.jpg,f3240aa1f2ba725638e2e918a3b7eab3,"Snow at Nan-endo Temple, Nara",Shin-hanga,cityscape,1953.0,813
75.jpg,acb41a9d1162f3060bad857d303f17c8,Abstract Still Life,Abstract Expressionism,still life,1950.0,75
450.jpg,953136226057c94685b4b84e156544e6,Gavroche at 11 years old,Symbolism,literary painting,1850.0,450
559.jpg,7b05040ee031411932da48e43b9af610,Tumulte,Art Informel,abstract,1961,559
304.jpg,c320a8df96c506c11af260bedd619f57,Traveler in rich soil,Art Brut,figurative,1954,304
506.jpg,f988edaed0465650db027f536a194180,Le Jardinier,Expressionism,genre painting,1929.0,506
187.jpg,54d6336d904c5f5f0c5f45e009bb7a16,Capolago,Post-Impressionism,landscape,1910.0,187
346.jpg,34a15cafb88ef8ec6354c305a83c30df,Capture of the White Guard Spyware,Realism,genre painting,,346
806.jpg,ff0c88260957323f0d9f72b123574855,Theme & Variation Decorative Plate #274 (Face in Clamshell),Surrealism,portrait,,806
449.jpg,0c4aebb696abe69e8b437abba61f6084,Recto/Verso #7,Conceptual Art,figurative,1988,449
342.jpg,72e4cf6742c06e89acfef9af033af54f,Vase With Flowers,Naïve Art (Primitivism),flower painting,1990.0,342
627.jpg,c74b7dd9e9e7d8c42895eda332990988,Portrait of a Man With a Newspaper,Expressionism,portrait,c.1913,627
232.jpg,cc197149ecb2f36137461beab0d06fd3,Portrait de Pierre Tal-Coat,Expressionism,sketch and study,1937,232
185.jpg,a2f9c82cad0bc8213ce6af4c6d8485fe,Portrait of Cosimo I de' Medici,Mannerism (Late Renaissance),portrait,1545,185
809.jpg,c9380d13360b37f21cfd174d92a7247e,A milkmade,Naïve Art (Primitivism),genre painting,,809
519.jpg,2d72f2000c42051e7c350a39bdce9bc1,Untitled,Abstract Expressionism,figurative,1941.0,519
545.jpg,b5585b3588ad36b108f43145a63c488f,Sketches for mural. Castillo de la Mota,Expressionism,sketch and study,1957,545
775.jpg,9db9221e9883ca1b7f10e11b76a1c2fa,On stage / Open air performance,Post-Impressionism,genre painting,,775
19.jpg,c9380d13360b37f21cfd174d92a7247e,Peasant couple,Naïve Art (Primitivism),genre painting,1945,19
504.jpg,594c3b491d4a9b3cc938da02d11b71d3,New York III,Post-Painterly Abstraction,abstract,1972,504
286.jpg,b874a616affcb766bb0e7a4f2a0803f0,Portraits of Viennese Ladies,Art Nouveau (Modern),portrait,1901.0,286
181.jpg,1f4ea4aefd2cda9cc1fa39ba072ffec6,Mathilde Schoenberg II,Art Nouveau (Modern),portrait,1907,181
547.jpg,594c3b491d4a9b3cc938da02d11b71d3,Buddha's Court,Abstract Expressionism,abstract,1964,547
2.jpg,03ac41c33b5a777713a5dd0d07d01df8,Totem on the Field,Expressionism,figurative,,2
159.jpg,39c465a1d078121873a31807ce9dc2ed,Necklace ,Art Nouveau (Modern),design,1915.0,159
227.jpg,39bbf034727f3b89dba2133ae768ff96,Autoritratto,Expressionism,self-portrait,,227
650.jpg,cdc80caa5b11354f18ce2484b46d42e8,Tulipes,Impressionism,flower painting,1923.0,650
645.jpg,e45d15fb0b64d7230ef48365fc992ced,Dolgorukov,Rococo,portrait,,645
960.jpg,6c5946fc257578f157c648f09dd4a052,"A saint kneeling and supported by angels, in ecstasy before the Virgin and Child on a Cloud",Baroque,sketch and study,,960
22.jpg,8e3fd2727b2728084531e5290335275d,"Infinity Field, Nemea Series #4",Color Field Painting,abstract,1973.0,22
715.jpg,805ef76457f0c873feeb57089bcfa012,Untitled,Abstract Expressionism,abstract,1974.0,715
35.jpg,a5e2b81ec711adb70104cd9dc384780d,Untitled,Cubism,figurative,1953.0,35
18.jpg,67180c1773a23cc1ea5af9b06aa162f3,Eva Von Arnheim ,Magic Realism,portrait,1930.0,18
571.jpg,ff5fdc9c4a06d8b6153617483d5f9519,On the Shore,Surrealism,landscape,,571
793.jpg,644817fd25e139d3efa59e35fed955df,Untitled,Abstract Expressionism,abstract,1952,793
6.jpg,20b7a2829e49e35a04642211271ed63d,Wire Walker ,Expressionism,genre painting,1928.0,6
487.jpg,f98099661e99898b46a8bcd0f2908116,Music,Art Nouveau (Modern),genre painting,,487
416.jpg,ce3d8977aae5986601232aa58d15282a,The Model squatting,Post-Impressionism,nude painting (nu),1919,416
903.jpg,ef48d7b66a5aa46adac225da61c304e2,Battle of Pavia,Northern Renaissance,battle painting,,903
43.jpg,61c824f7d11a59e4a5c3297c48c4715c,Islands Allagash,Contemporary Realism,landscape,1990.0,43
361.jpg,d102cde968c819e615f13f13ade83a3c,Children of Dr. Tas,Post-Impressionism,portrait,1930,361
412.jpg,a10a1dd31916df93b6031ee0d9ee0870,The Alchemist,Surrealism,abstract,1940.0,412
402.jpg,b3b31afa1d2a4b3d288561535e6f5dce,Balchik Landscape,Impressionism,landscape,1936.0,402
160.jpg,e3b9598b8953d033e1a7b6556d851425,Flowers ,Expressionism,flower painting,1920.0,160
144.jpg,c14fce5bfd9bf9224facc6b76fc36138,Jack,Cubism,portrait,1915.0,144
208.jpg,67b219f3763c04d3803b610993492fd1,Painting #94048,Minimalism,abstract,1994,208
65.jpg,bc37ade08ef16fae5e847cf2bb8ae6ce,"Nerke, Greenland",Art Nouveau (Modern),landscape,1930.0,65
221.jpg,062244b785e58518f2f189329633c59e,Blessing of the Knight,Art Nouveau (Modern),religious painting,1920.0,221
730.jpg,f1cff986926d66d5db074602691020cc,Cabaret,Expressionism,genre painting,1920.0,730
274.jpg,d7491aaf20c9343768fe647b10bd1772,Glacier in the Pamir ,Expressionism,landscape,1931.0,274
409.jpg,baec4a5af305c764a48b1449a10b6820,Etude pour La Promenade ,Post-Impressionism,sketch and study,c.1901,409
652.jpg,7e49b917f3de3d5d4b26baefeb532138,Pousada de Ciganos,Post-Impressionism,cityscape,1923.0,652
180.jpg,881c049ffde80167bfe76849d77f2ec3,Youth with a guitar and two girls sitting on a river bank ,High Renaissance,pastorale,,180
168.jpg,7b05040ee031411932da48e43b9af610,Terre assoiffée I,Art Informel,abstract,1966,168
